[DOC][DOC] Climate for Change: A Complete Climate Jobs Roadmap for New York City,https://ecommons.cornell.edu/bitstream/handle/1813/111277/Climate_for_Change_NYC_FullReport_KSF_051122.docx?sequence=3,,https://ecommons.cornell.edu/bitstream/handle/1813/111277/Climate_for_Change_NYC_FullReport_KSF_051122.docx?sequence=3,,"Skinner L, Raman A, Hoek Spaans A, et al. Climate for Change: A Complete Climate Jobs Roadmap for New York City[J]. 2022."
Climate for Change in Extension: Different perspectives make a difference,https://digitalcommons.unl.edu/textiles_facpub/18/,,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1017&context=textiles_facpub,,Tondl R M. Climate for Change in Extension: Different perspectives make a difference[J]. 1991.
A Climate For Change: How the North of England can be at the forefront of the green revolution,https://research.tees.ac.uk/en/publications/a-climate-for-change-how-the-north-of-england-can-be-at-the-foref,,https://research.tees.ac.uk/ws/files/25215882/A_Climate_for_Change.pdf,,Cotton M. A Climate For Change: How the North of England can be at the forefront of the green revolution[J]. 2021.
Visual essay: Is there a climate for change?,https://search.informit.org/doi/pdf/10.3316/informit.027243959994364,https://sci-hub.se/10.3316/informit.027243959994364,https://cdn1.booksdl.org/index.php?req=10.3316/informit.027243959994364,10.3316/informit.027243959994364,"Durante T. Visual essay: Is there a climate for change?[J]. Local-Global: Identity, Security, Community, 2012, 10: 18-25."
A climate for change: a trustee's guide to understanding and addressing climate risk.,https://search.informit.org/doi/pdf/10.3316/ielapa.200603373,https://sci-hub.se/10.3316/ielapa.200603373,https://cdn1.booksdl.org/index.php?req=10.3316/ielapa.200603373,10.3316/ielapa.200603373,"Stewart G. A climate for change: a trustee's guide to understanding and addressing climate risk[J]. Keeping Good Companies, 2006, 58(2): 90-93."
[PDF][PDF] A Call For Partnership–A Climate For Change,https://so04.tci-thaijo.org/index.php/JUCR/article/download/36109/29976,,https://so04.tci-thaijo.org/index.php/JUCR/article/download/36109/29976,,"Skyllstad K. A Call For Partnership–A Climate For Change[J]. Journal of Urban Culture Research, 2015, 10: 4-6."
Russia: Overcoming an Unfriendly Climate for Change,https://policycommons.net/artifacts/427831/russia/1398873/,,,,Greene S. Russia: Overcoming an Unfriendly Climate for Change[J]. 2009.
Next generation represents a climate for change,https://search.proquest.com/openview/0770b61e86cea1e86ab91e4911e73f2b/1?pq-origsite=gscholar&cbl=27966,,,,"Mulroy T. Next generation represents a climate for change[J]. Education, 2019: 1-2."
A Climate for Change? Critical Reflections on the Durban United Nations Climate Change Conference,https://www.tandfonline.com/doi/full/10.1080/0969160X.2014.885189,https://sci-hub.se/10.1080/0969160X.2014.885189,https://cdn1.booksdl.org/index.php?req=10.1080/0969160X.2014.885189,10.1080/0969160X.2014.885189,"Laine M. A Climate for Change? Critical Reflections on the Durban United Nations Climate Change Conference[J]. Social and Environmental Accountability Journal, 2014, 34(1): 53-53."
A climate for change things are hotting up,https://www.tandfonline.com/doi/pdf/10.1080/07293682.2007.9982603,https://sci-hub.se/10.1080/07293682.2007.9982603,https://cdn1.booksdl.org/index.php?req=10.1080/07293682.2007.9982603,10.1080/07293682.2007.9982603,"Fehring R, Yates J, Eslake S. A climate for change things are hotting up[J]. Australian Planner, 2007, 44(4): 10-11."
A Climate for Change? Critical Reflections on the Durban United Nations Climate Change Summit,https://journals.aom.org/doi/abs/10.5465/AMBPP.2012.12935abstract,https://sci-hub.se/10.5465/AMBPP.2012.12935abstract,https://cdn1.booksdl.org/index.php?req=10.5465/AMBPP.2012.12935abstract,10.5465/AMBPP.2012.12935abstract,"Banerjee B. A Climate for Change? Critical Reflections on the Durban United Nations Climate Change Summit[C]//Academy of Management Proceedings. Briarcliff Manor, NY 10510: Academy of Management, 2012, 2012(1): 12935."
A Climate for Change: Renewable Energy Resources,https://search.informit.org/doi/abs/10.3316/INFORMIT.009541062898219,https://sci-hub.se/10.3316/INFORMIT.009541062898219,https://cdn1.booksdl.org/index.php?req=10.3316/INFORMIT.009541062898219,10.3316/INFORMIT.009541062898219,"Le Couteur C. A Climate for Change: Renewable Energy Resources[J]. E. nz Magazine: The Magazine of Technical Enterprise, 2004, 5(5): 41-45."
[图书][B] A climate for change in the European Union: The current crisis implications for EU climate and energy policies,https://repositorioinstitucional.ceu.es/bitstream/10637/11668/1/climate_popa_2020.pdf,,https://repositorioinstitucional.ceu.es/bitstream/10637/11668/1/climate_popa_2020.pdf,,"Popa C. A climate for change in the European Union: The current crisis implications for EU climate and energy policies[M]. Madrid: CEU Ediciones, 2020., 2020."
A Climate for Change?: The 2009 Native Title Report,https://search.informit.org/doi/abs/10.3316/ielapa.340388100558818,https://sci-hub.se/10.3316/ielapa.340388100558818,https://eprints.usq.edu.au/26068/7/Young_ILB_2010_PV.pdf,10.3316/ielapa.340388100558818,"Young S. A Climate for Change?: The 2009 Native Title Report[J]. Indigenous Law Bulletin, 2010, 7(18): 20-25."
Women's History and the High School Classroom: Creating a Climate for Change,https://www.jstor.org/stable/20709149,,,,"Young S. A Climate for Change?: The 2009 Native Title Report[J]. Indigenous Law Bulletin, 2010, 7(18): 20-25."
Climate for change?: SEC asked to require climate change risk warnings,https://www.sciencedirect.com/science/article/pii/S1471084604002525,,https://www.academia.edu/download/47357461/s1471-0846_2804_2900252-520160719-460-sl6dki.pdf,,"Young S. A Climate for Change?: The 2009 Native Title Report[J]. Indigenous Law Bulletin, 2010, 7(18): 20-25."
"ANZAPS 2010, A Climate for Change",http://journals.lincoln.ac.nz/index.php/LPR/article/download/564/420,,,,"Young S. A Climate for Change?: The 2009 Native Title Report[J]. Indigenous Law Bulletin, 2010, 7(18): 20-25."
Climate for Change: A Climate Jobs Roadmap for New York City,https://ecommons.cornell.edu/handle/1813/110948,,https://ecommons.cornell.edu/bitstream/handle/1813/110948/AClimate_for_Change_NYC_%20Abridged_Report_032822.pdf?sequence=8,,"Skinner L, Shetler M, Valdivia M, et al. Climate for Change: A Climate Jobs Roadmap for New York City[J]. 2022."
The role of organisational climate in readiness for change to Lean Six Sigma,https://www.emerald.com/insight/content/doi/10.1108/TQM-04-2017-0046/full/html,https://sci-hub.se/10.1108/TQM-04-2017-0046/full/html,https://researchonline.ljmu.ac.uk/id/eprint/6395/1/PDF_Proof.pdf,10.1108/TQM-04-2017-0046/full/html,"Douglas J, Muturi D, Douglas A, et al. The role of organisational climate in readiness for change to Lean Six Sigma[J]. The TQM Journal, 2017, 29(5): 666-676."
Is there now a political climate for policy change? Policy and politics after the Stern Review,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-923X.2007.00858.x,https://sci-hub.se/10.1111/j.1467-923X.2007.00858.x,https://cdn1.booksdl.org/index.php?req=10.1111/j.1467-923X.2007.00858.x,10.1111/j.1467-923X.2007.00858.x,"Jordan A, Lorenzoni I. Is there now a political climate for policy change? Policy and politics after the Stern Review[J]. The Political Quarterly, 2007, 78(2): 310-319."
Eat less meat: UN climate-change report calls for change to human diet,https://go.gale.com/ps/i.do?id=GALE%7CA596423261&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00280836&p=HRCA&sw=w,,,,"Schiermeier Q. Eat less meat: UN climate-change report calls for change to human diet[J]. Nature, 2019, 572(7769): 291-293."
[PDF][PDF] Regional climate and hydrologic change in the northern US Rockies and Pacific Northwest: internally consistent projections of future climate for resource …,https://digital.lib.washington.edu/researchworks/bitstream/handle/1773/38434/2011-2.pdf?sequence=1,,https://digital.lib.washington.edu/researchworks/bitstream/handle/1773/38434/2011-2.pdf?sequence=1,,"Littell J S, Elsner M M, Mauger G S, et al. Regional climate and hydrologic change in the northern US Rockies and Pacific Northwest: internally consistent projections of future climate for resource management[J]. 2011."
"[HTML][HTML] States, water, and climate: Who's planning for change?",https://www.sciencedirect.com/science/article/pii/S2212096317300505,,https://www.sciencedirect.com/science/article/pii/S2212096317300505,,"Werner K, Svedin L. States, water, and climate: Who’s planning for change?[J]. Climate Risk Management, 2017, 16: 59-72."
"[图书][B] The relationship of individual characteristics, job satisfaction and leadership style to corporate culture beliefs and climate for change",https://search.proquest.com/openview/a93677bf1996e587b9c0a7cb7aa86dd8/1?pq-origsite=gscholar&cbl=18750&diss=y,,,,"McIntyre-Ray B G. The relationship of individual characteristics, job satisfaction and leadership style to corporate culture beliefs and climate for change[M]. East Texas State University, 1989."
A change of climate for big oil,https://go.gale.com/ps/i.do?id=GALE%7CA187996716&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00280836&p=AONE&sw=w,,,,"Schrope M. A change of climate for big oil[J]. Nature, 2001, 411(6837): 516-519."
[DOC][DOC] Climate for Change: A Complete Climate Jobs Roadmap for New York City,https://ecommons.cornell.edu/bitstream/handle/1813/111277/Climate_for_Change_NYC_FullReport_KSF_051122.docx?sequence=3,,https://ecommons.cornell.edu/bitstream/handle/1813/111277/Climate_for_Change_NYC_FullReport_KSF_051122.docx?sequence=3,,"Skinner L, Raman A, Hoek Spaans A, et al. Climate for Change: A Complete Climate Jobs Roadmap for New York City[J]. 2022."
"A new climate for conservation: nature, carbon and climate change in British Columbia.",https://www.cabdirect.org/cabdirect/abstract/20103268712,,,,"Pojar J. A new climate for conservation: nature, carbon and climate change in British Columbia[J]. A new climate for conservation: nature, carbon and climate change in British Columbia., 2010."
A climate for change: a trustee's guide to understanding and addressing climate risk.,https://search.informit.org/doi/pdf/10.3316/ielapa.200603373,https://sci-hub.se/10.3316/ielapa.200603373,https://cdn1.booksdl.org/index.php?req=10.3316/ielapa.200603373,10.3316/ielapa.200603373,"Stewart G. A climate for change: a trustee's guide to understanding and addressing climate risk[J]. Keeping Good Companies, 2006, 58(2): 90-93."
Organizational change: The role of climate and job satisfaction in child welfare workers' perception of readiness for change,https://www.sciencedirect.com/science/article/pii/S0190740913002946,,https://www.researchgate.net/profile/Nancy-Claiborne/publication/268135878_Organizational_Change_Climate_Factors_That_Predict_Readiness_for_Change/links/55e6045808aec74dbe74e172/Organizational-Change-Climate-Factors-That-Predict-Readiness-for-Change.pdf,,"Claiborne N, Auerbach C, Lawrence C, et al. Organizational change: The role of climate and job satisfaction in child welfare workers' perception of readiness for change[J]. Children and Youth Services Review, 2013, 35(12)."
Decade of Change: EPRI and the Climate for Research,https://www.osti.gov/biblio/6315813,,,,"Barker B. Decade of Change: EPRI and the Climate for Research[J]. EPRI J.;(United States), 1983, 8(1)."
A harsh climate for trade: how climate change proposals threaten global commerce,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2232166,,,,"James S. A harsh climate for trade: how climate change proposals threaten global commerce[J]. Cato Institute Trade Policy Analysis, 2009 (41)."
PSYCHOLOGICAL CHANGE CLIMATE AS A CRUCIAL CATALYST OF READINESS FOR CHANGE.,https://journals.aom.org/doi/abs/10.5465/ambpp.2008.33661178,https://sci-hub.se/10.5465/ambpp.2008.33661178,https://repository.vlerick.com/bitstream/handle/20.500.12127/2520/Bouckenooghe_D_WP_PsychologicalChangeClimateasaCrucialCatalystofReadinessforChange.pdf?sequence=1&isAllowed=y,10.5465/ambpp.2008.33661178,"Bouckenooghe D, Devos G. PSYCHOLOGICAL CHANGE CLIMATE AS A CRUCIAL CATALYST OF READINESS FOR CHANGE[C]//Academy of Management Proceedings. Briarcliff Manor, NY 10510: Academy of Management, 2008, 2008(1): 1-6."
ART FOR CHANGE: Transformative learning and youth empowerment in a changing climate,https://online.ucpress.edu/elementa/article-abstract/doi/10.1525/elementa.390/112520,https://sci-hub.se/10.1525/elementa.390/112520,https://online.ucpress.edu/elementa/article-pdf/doi/10.1525/elementa.390/435658/390-6776-1-pb.pdf,10.1525/elementa.390/112520,"Bentz J, O’Brien K. ART FOR CHANGE: Transformative learning and youth empowerment in a changing climate[J]. Elementa: Science of the Anthropocene, 2019, 7."
Climate change adaptation: Business‐as‐usual aid and development or an emerging discourse for change?,https://www.emerald.com/insight/content/doi/10.1108/14468951211241100/full/html,https://moscow.sci-hub.se/2072/0272c3533fd19f7fec7b0c9470b1f50a/ireland2012.pdf,https://cdn1.booksdl.org/index.php?req=10.1108/14468951211241100/full/html,10.1108/14468951211241100/full/html,"Ireland P. Climate change adaptation: Business‐as‐usual aid and development or an emerging discourse for change?[J]. International Journal of Development Issues, 2012, 11(2): 92-110."
[PDF][PDF] A Change of Climate for Climate Change: The Environmental Benefit of Specialist Outreach Clinics,https://www.imj.ie/wp-content/uploads/2020/10/A-Change-of-Climate-for-Climate-Change-The-Environmental-Benefit-of-Specialist-Outreach-Clinics.pdf,,https://www.imj.ie/wp-content/uploads/2020/10/A-Change-of-Climate-for-Climate-Change-The-Environmental-Benefit-of-Specialist-Outreach-Clinics.pdf,,"O’Connor C, Kiely L, O’Riordan A, et al. A Change of Climate for Climate Change: The Environmental Benefit of Specialist Outreach Clinics[J]. 2020."
An Empirical evaluation of the relationship between human relations climate and readiness for change,https://www.duo.uio.no/handle/10852/84731,,https://www.duo.uio.no/bitstream/handle/10852/84731/1/74-847-1-PB.pdf,,"Myklebust T, Motland K, Bjørkli C A, et al. An Empirical evaluation of the relationship between human relations climate and readiness for change[J]. Scandinavian Journal of Work and Organizational Psychology, 2020, 5(1)."
"… of climate change in health care: A survey for the evaluation of providers' attitudes and knowledge, and their view on their organization's readiness for change",https://www.sciencedirect.com/science/article/pii/S1865921722001179,,,,"Baumann A A W, Conway N, Doblinger C, et al. Mitigation of climate change in health care: A survey for the evaluation of providers’ attitudes and knowledge, and their view on their organization’s readiness for change[J]. Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen, 2022, 173: 108-115."
A climate for development. Climate change policy options for Africa,https://inis.iaea.org/search/search.aspx?orig_q=RN:27013841,,,,"Okoth-Ogendo H W O, Ojwang J B. A climate for development. Climate change policy options for Africa[J]. 1995."
Landscape for change? International climate policy and energy transitions: evidence from sub-Saharan Africa,https://www.tandfonline.com/doi/abs/10.1080/14693062.2016.1173003,https://sci-hub.se/10.1080/14693062.2016.1173003,https://www.tandfonline.com/doi/pdf/10.1080/14693062.2016.1173003,10.1080/14693062.2016.1173003,"Newell P, Bulkeley H. Landscape for change? International climate policy and energy transitions: evidence from sub-Saharan Africa[J]. Climate Policy, 2017, 17(5): 650-663."
Climate for Climate Change Actions in the US: The New York Experience,https://link.springer.com/chapter/10.1007/978-3-642-60365-5_17,https://sci-hub.se/10.1007/978-3-642-60365-5_17,https://cdn1.booksdl.org/index.php?req=10.1007/978-3-642-60365-5_17,10.1007/978-3-642-60365-5_17,"Sanghi A K. Climate for Climate Change Actions in the US: The New York Experience[C]//Social Costs and Sustainability: Valuation and Implementation in the Energy and Transport Sector. Springer Berlin Heidelberg, 1997: 286-296."
Confronting health care's climate crisis conundrum: the federal government as catalyst for change,https://jamanetwork.com/journals/jama/article-abstract/2788759,,,,"Kizer K W, Nadeau K C. Confronting health care’s climate crisis conundrum: the federal government as catalyst for change[J]. JAMA, 2022, 327(8): 715-716."
"[引用][C] A New Climate for Christology: Kenosis, Climate Change, and Befriending Nature",,,,,"McFague S. A New Climate for Christology: Kenosis, Climate Change, and Befriending Nature[M]. Augsburg Fortress Publishers, 2021."
Can group climate explain innovative readiness for change?,https://www.emerald.com/insight/content/doi/10.1108/JOCM-06-2016-0112/full/html,https://sci-hub.se/10.1108/JOCM-06-2016-0112/full/html,https://cdn1.booksdl.org/index.php?req=10.1108/JOCM-06-2016-0112/full/html,10.1108/JOCM-06-2016-0112/full/html,"Schultz J S, Sjøvold E, Andre B. Can group climate explain innovative readiness for change?[J]. Journal of Organizational Change Management, 2017, 30(3): 440-452."
"[图书][B] Climate change policy in the United States: The science, the politics and the prospects for change",https://books.google.com/books?hl=zh-CN&lr=&id=5yc8BQAAQBAJ&oi=fnd&pg=PP1&dq=+climate+for+change&ots=2sIdOxCTKg&sig=_jHtLfgZFox7AoKKoNFw-zkeFiE,,,,"Rahm D. Climate change policy in the United States: The science, the politics and the prospects for change[M]. McFarland, 2009."
"Time for change? climate science reconsidered: report of the UCL policy commission on communicating climate science, 2014",https://discovery.ucl.ac.uk/id/eprint/1462114/,,https://discovery.ucl.ac.uk/id/eprint/1462114/1/Rapley_TIME_FOR_CHANGE_Final_Proof.pdf,,"Rapley C G, De Meyer K, Carney J, et al. Time for change? climate science reconsidered: report of the UCL policy commission on communicating climate science, 2014[J]. 2014."
An agenda for change in US climate policies? Presidential ambitions and congressional powers,https://link.springer.com/article/10.1007/s10784-009-9097-7,https://sci-hub.se/10.1007/s10784-009-9097-7,https://www.academia.edu/download/47809096/An_agenda_for_change_in_U.S._climate_pol20160805-28259-117p33g.pdf,10.1007/s10784-009-9097-7,"Skodvin T, Andresen S. An agenda for change in US climate policies? Presidential ambitions and congressional powers[J]. International Environmental Agreements: Politics, Law and Economics, 2009, 9: 263-280."
Beyond “tinkering” enacting the imperative for change in teacher education in a climate of standards and accountability,https://journals.sagepub.com/doi/pdf/10.1177/0022487116628837,https://sci-hub.se/10.1177/0022487116628837,https://www.researchgate.net/profile/Gail-Richmond/publication/294106026_Beyond_Tinkering_Enacting_the_Imperative_for_Change_in_Teacher_Education_in_a_Climate_of_Standards_and_Accountability/links/5ac41df2aca27218eabc12bb/Beyond-Tinkering-Enacting-the-Imperative-for-Change-in-Teacher-Education-in-a-Climate-of-Standards-and-Accountability.pdf,10.1177/0022487116628837,"Richmond G, Bartell T, Dunn A H. Beyond “tinkering” enacting the imperative for change in teacher education in a climate of standards and accountability[J]. Journal of Teacher Education, 2016, 67(2): 102-104."
[引用][C] Maintenance activity: creating a climate for change,,,,,"Phillips P C. Maintenance activity: creating a climate for change[J]. But is it Art, 1995: 165-194."
Planning for Change: The Implications of a Changing Climate for Ecological Conservation Planning,https://escholarship.org/uc/item/26f419gv,,https://escholarship.org/content/qt26f419gv/qt26f419gv.pdf,,Klausmeyer K. Planning for Change: The Implications of a Changing Climate for Ecological Conservation Planning[J]. 2005.
"Farming for change: developing a participatory curriculum on agroecology, nutrition, climate change and social equity in Malawi and Tanzania",https://link.springer.com/chapter/10.1007/978-3-031-19400-9_3,https://sci-hub.se/10.1007/978-3-031-19400-9_3,https://cdn1.booksdl.org/index.php?req=10.1007/978-3-031-19400-9_3,10.1007/978-3-031-19400-9_3,"Kerr R B, Young S L, Young C, et al. Farming for change: developing a participatory curriculum on agroecology, nutrition, climate change and social equity in Malawi and Tanzania[M]//Critical Adult Education in Food Movements. Cham: Springer Nature Switzerland, 2022: 29-46."
Climate for Change-Non-State Actors and the Global Politics of the Greenhouse,https://www.erudit.org/en/journals/geocan/2001-v28-n2-geocan_28_2/geocan28_2br01.pdf,,,,"Clague J. Climate for Change-Non-State Actors and the Global Politics of the Greenhouse[J]. Geoscience Canada, 2001, 28(2): 100-100."
Climate change? Exploring the role of organisational climate for psychological ownership,https://link.springer.com/chapter/10.1007/978-3-319-70247-6_14,https://sci-hub.se/10.1007/978-3-319-70247-6_14,https://www.researchgate.net/profile/Llewellyn-Van-Zyl/publication/321339828_Theoretical_Orientations_and_Practical_Applications_of_Psychological_Ownership/links/621273bfeb735c508ae50d15/Theoretical-Orientations-and-Practical-Applications-of-Psychological-Ownership.pdf#page=282,10.1007/978-3-319-70247-6_14,"Steinheider B, Verdorfer A P. Climate change? Exploring the role of organisational climate for psychological ownership[J]. Theoretical orientations and practical applications of psychological ownership, 2017: 275-293."
[引用][C] 21st Century Climate for Change: Curriculum Design for Quality Learning Engagement in Law'(2008),,,,,"Kift S. 21st Century Climate for Change: Curriculum Design for Quality Learning Engagement in Law’(2008)[J]. Legal Education Review, 18: 1."
Prepared for change? An assessment of the current state of knowledge to support climate adaptation for Australian fisheries,https://link.springer.com/article/10.1007/s11160-019-09579-7,https://sci-hub.se/10.1007/s11160-019-09579-7,http://ecite.utas.edu.au/135109/1/135109,10.1007/s11160-019-09579-7,"Fogarty H E, Cvitanovic C, Hobday A J, et al. Prepared for change? An assessment of the current state of knowledge to support climate adaptation for Australian fisheries[J]. Reviews in Fish Biology and Fisheries, 2019, 29: 877-894."
"[引用][C] Campus climate for lesbian, gay, bisexual, and transgendered students, faculty, and staff: Assessment and strategies for change",,,,,"Rankin S. Campus climate for lesbian, gay, bisexual, and transgendered students, faculty, and staff: Assessment and strategies for change[J]. Working with lesbian, gay, and bisexual college students: A guide for administrators and faculty, 1998: 277-284."
"Climate change: Enough science, now for the politics",https://search.proquest.com/openview/23464f740fb43b918f56025aac383e10/1?pq-origsite=gscholar&cbl=5572320,,,,"Hulme M. Climate change: Enough science, now for the politics[J]. SciDev. net-Environment, 2009."
"[PDF][PDF] A Climate for Change: Alternatives for the Central and Eastern Arctic, by Katherine A. Graham, MP Sharon Brown, Anne B. McAllister, and Margot J …",https://cdm.ucalgary.ca/index.php/arctic/article/download/65463/49377,,https://cdm.ucalgary.ca/index.php/arctic/article/download/65463/49377,,"Thompson D. A Climate for Change: Alternatives for the Central and Eastern Arctic, by Katherine A. Graham, MP Sharon Brown, Anne B. McAllister, and Margot J. Wojciechowski[J]. Arctic, 1985, 38(2): 160-160."
Psychosocial drivers for change: Understanding and promoting stakeholder engagement in local adaptation to climate change in three European Mediterranean case …,https://www.sciencedirect.com/science/article/pii/S0301479718306625,,https://repositorio.iscte-iul.pt/bitstream/10071/16598/1/Luis%20et%20al%202018%20JEMA%20postprint.pdf,,"Luís S, Lima M L, Roseta-Palma C, et al. Psychosocial drivers for change: Understanding and promoting stakeholder engagement in local adaptation to climate change in three European Mediterranean case studies[J]. Journal of environmental management, 2018, 223: 165-174."
Planning for change: conservation-related impacts of climate overshoot,https://academic.oup.com/bioscience/article-abstract/70/2/115/5670753,,https://www.researchgate.net/profile/Pablo-Pacheco-6/publication/337903613_Planning_for_Change_Conservation-Related_Impacts_of_Climate_Overshoot/links/60da2a46a6fdccb745f096ac/Planning-for-Change-Conservation-Related-Impacts-of-Climate-Overshoot.pdf,,"Anderson C M, Weber C L, Fabricius C, et al. Planning for change: conservation-related impacts of climate overshoot[J]. BioScience, 2020, 70(2): 115-118."
Predicted wave climate for the UK: towards an integrated model of coastal impacts of climate change,https://ascelibrary.org/doi/abs/10.1061/40990(324)24,https://sci-hub.se/10.1061/40990(324)24,https://nora.nerc.ac.uk/id/eprint/6503/1/Leake_et_al_-_Predicted_Wave_Climate.pdf,10.1061/40990(324)24,"Leake J, Wolf J, Lowe J, et al. Predicted wave climate for the UK: towards an integrated model of coastal impacts of climate change[M]//Estuarine and Coastal Modeling (2007). 2008: 393-406."
[引用][C] Engendering the climate for change: Policies and practices for gender-just adaptation,,,,,"Kapoor A. Engendering the climate for change: Policies and practices for gender-just adaptation[M]. Alternative Futures, 2011."
"[PDF][PDF] Prepared for the “2007 ANZSEE Conference, Re-inventing Sustainability: A climate for change” July 2007",https://www.researchgate.net/profile/Michelle-Graymore/publication/237232294_Producing_a_GIS_based_multiple_criteria_analysis_tool_for_regional_sustainability_assessment_the_problem_of_weighting/links/02e7e5280135f08b80000000/Producing-a-GIS-based-multiple-criteria-analysis-tool-for-regional-sustainability-assessment-the-problem-of-weighting.pdf,,https://www.researchgate.net/profile/Michelle-Graymore/publication/237232294_Producing_a_GIS_based_multiple_criteria_analysis_tool_for_regional_sustainability_assessment_the_problem_of_weighting/links/02e7e5280135f08b80000000/Producing-a-GIS-based-multiple-criteria-analysis-tool-for-regional-sustainability-assessment-the-problem-of-weighting.pdf,,"Graymore M, Richards A, Wallis A. Prepared for the “2007 ANZSEE Conference, Re-inventing Sustainability: A climate for change” July 2007[J]."
Organizational context and the learning and change readiness climate for implementing an evidence-based shared decision-making aid in US rheumatology clinics,https://www.emerald.com/insight/content/doi/10.1108/JHOM-10-2020-0397/full/html,https://sci-hub.se/10.1108/JHOM-10-2020-0397/full/html,https://cdn1.booksdl.org/index.php?req=10.1108/JHOM-10-2020-0397/full/html,10.1108/JHOM-10-2020-0397/full/html,"Hearld L, Hall A, Kelly R J, et al. Organizational context and the learning and change readiness climate for implementing an evidence-based shared decision-making aid in US rheumatology clinics[J]. Journal of Health Organization and Management, 2022, 36(1): 121-140."
[图书][B] … CLIMATE FOR CREATIVITY IN THE CANADIAN UNION CONFERENCE OF SEVENTH-DAY ADVENTISTS--RECOMMENDATIONS FOR CHANGE BASED ON …,https://search.proquest.com/openview/5b650cd64f58d3bfea244a5a850ff434/1?pq-origsite=gscholar&cbl=18750&diss=y,,https://digitalcommons.andrews.edu/cgi/viewcontent.cgi?article=1327&context=dissertations,,"Devnich D D. AN ASSESSMENT OF THE ORGANIZATIONAL CLIMATE FOR CREATIVITY IN THE CANADIAN UNION CONFERENCE OF SEVENTH-DAY ADVENTISTS--RECOMMENDATIONS FOR CHANGE BASED ON THE PERCEPTIONS OF LEADING CHURCH MEMBERS[M]. Andrews University, 1978."
A climate for sustainable wine production: Modelling the effects of weather variability and climate change on viticulture in England and Wales.,https://ueaeprints.uea.ac.uk/id/eprint/62676/,,https://ueaeprints.uea.ac.uk/id/eprint/62676/1/2016NesbittAMPhD.pdf,,"Nesbitt A. A climate for sustainable wine production: Modelling the effects of weather variability and climate change on viticulture in England and Wales[D]. University of East Anglia, 2016."
[DOC][DOC] Sustainability Reporting in SEQ ANZSEE 2007 Conference: Reinventing Sustainability: A Climate for Change,https://anzsee.org/anzsee2007papers/Abstracts/cox%20melanie.doc,,https://anzsee.org/anzsee2007papers/Abstracts/cox%20melanie.doc,,Cox M. Sustainability Reporting in SEQ ANZSEE 2007 Conference: Reinventing Sustainability: A Climate for Change[J].
[引用][C] Corrections 1968: A climate for change,,,,,"Harris (Louis) and Associates, Inc., New York, Ny. Corrections 1968: A climate for change[M]. Joint Commission on Correctional Manpower and Training, 1968."
[HTML][HTML] The climate change problem: promoting motivation for change when the map is not the territory,https://www.frontiersin.org/articles/10.3389/fpsyg.2015.00131/full,https://sci-hub.se/10.3389/fpsyg.2015.00131/full,https://www.frontiersin.org/articles/10.3389/fpsyg.2015.00131/full,10.3389/fpsyg.2015.00131/full,"Shalev I. The climate change problem: promoting motivation for change when the map is not the territory[J]. Frontiers in psychology, 2015, 6: 131."
A changing climate for business: business planning for the impacts of climate change,https://ora.ox.ac.uk/objects/uuid:69b33f02-b716-447a-8477-522ff74233ac,,https://ora.ox.ac.uk/objects/uuid:69b33f02-b716-447a-8477-522ff74233ac/download_file?safe_filename=A%2Bchanging%2Bclimate%2Bfor%2Bbusiness%252C%2Brevised%2Bedition.pdf&file_format=application%2Fpdf&type_of_work=Report,,"Metcalfe G, Jenkinson K, Johnstone K. A changing climate for business: business planning for the impacts of climate change[J]. 2009."
[PDF][PDF] Potential for Change: Going Beyond Recommendations in a Women's Climate Study,https://journals.psu.edu/wepan/article/download/57798/57486,,https://journals.psu.edu/wepan/article/download/57798/57486,,"Beske-Diehl S, Ott L, Anderson C. Potential for Change: Going Beyond Recommendations in a Women's Climate Study[J]. Women in Engineering ProActive Network, 1995."
A new climate for regionalism: metropolitan experiments in climate change adaptation,https://dspace.mit.edu/handle/1721.1/111370,https://sci-hub.se/1721.1/111370,https://dspace.mit.edu/bitstream/handle/1721.1/111370/1003291242-MIT.pdf?sequence=1,1721.1/111370,"Shi L. A new climate for regionalism: metropolitan experiments in climate change adaptation[D]. Massachusetts Institute of Technology, 2017."
